sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
She is not optimist. He too is optimist.,optimist-pessimist,-,pp,y,fm,21.93019104,12.4473114,189.1452332,44.18603897
She is not pessimist. He too is pessimist.,optimist-pessimist,-,mm,y,fm,18.87475586,14.54568768,190.5602112,46.40069962
She is not optimist. He too is pessimist.,optimist-pessimist,-,pm,y,fm,17.71776962,23.02207327,170.2450867,43.8131752
She is not pessimist. He too is optimist.,optimist-pessimist,-,mp,y,fm,17.94793701,21.954072,163.8423157,44.65626144
He is patient. She too is patient.,patient-impatient,y,pp,n,mf,3.270805359,7.012799263,118.8067627,32.92193222
He is impatient. She too is impatient.,patient-impatient,y,mm,n,mf,3.216754913,6.080216408,111.4082184,30.21057129
He is patient. She too is impatient.,patient-impatient,y,pm,n,mf,17.40926361,19.96940327,116.732132,37.05835342
He is impatient. She too is patient.,patient-impatient,y,mp,n,mf,13.45594406,21.08039665,126.7171783,34.75439835
He is not patient. She too is patient.,patient-impatient,y,pp,y,mf,17.66233444,14.39642048,126.2702484,37.61374664
He is not impatient. She too is impatient.,patient-impatient,y,mm,y,mf,19.54542923,15.83350086,118.8921585,38.36877823
He is not patient. She too is impatient.,patient-impatient,y,pm,y,mf,13.86901474,21.66513157,123.4176712,37.19610214
He is not impatient. She too is patient.,patient-impatient,y,mp,y,mf,13.09479904,23.40374136,131.0493011,38.54768372
She is patient. He too is patient.,patient-impatient,y,pp,n,fm,3.122631073,5.584958076,119.8243561,31.28760147
She is impatient. He too is impatient.,patient-impatient,y,mm,n,fm,2.817955017,5.482017517,114.830307,30.86210823
She is patient. He too is impatient.,patient-impatient,y,pm,n,fm,16.47782516,20.21557903,117.3916626,35.58998871
She is impatient. He too is patient.,patient-impatient,y,mp,n,fm,14.58958817,19.43626547,126.8624115,35.38648987
She is not patient. He too is patient.,patient-impatient,y,pp,y,fm,18.92810059,14.39503956,125.7485199,36.70167542
She is not impatient. He too is impatient.,patient-impatient,y,mm,y,fm,21.2873764,15.31725407,115.205307,39.0388031
She is not patient. He too is impatient.,patient-impatient,y,pm,y,fm,16.38922501,22.20890284,115.9464111,36.10811996
She is not impatient. He too is patient.,patient-impatient,y,mp,y,fm,13.88630676,23.0620718,135.7537689,39.16949081
He is prudent. She too is prudent.,prudent-imprudent,y,pp,n,mf,3.950492859,6.716983795,171.4323425,34.64351654
He is imprudent. She too is imprudent.,prudent-imprudent,y,mm,n,mf,3.487686157,5.443026543,158.7087097,35.54132462
He is prudent. She too is imprudent.,prudent-imprudent,y,pm,n,mf,15.75091934,20.35991287,157.421524,42.80914307
He is imprudent. She too is prudent.,prudent-imprudent,y,mp,n,mf,11.81010437,19.35782146,148.0053711,42.25236893
He is not prudent. She too is prudent.,prudent-imprudent,y,pp,y,mf,22.83196259,9.698135376,180.1448517,40.06385422
He is not imprudent. She too is imprudent.,prudent-imprudent,y,mm,y,mf,9.57447052,10.48027134,173.1674652,41.40486145
He is not prudent. She too is imprudent.,prudent-imprudent,y,pm,y,mf,21.63995743,23.48348618,173.5891113,43.3513298
He is not imprudent. She too is prudent.,prudent-imprudent,y,mp,y,mf,18.25176239,25.22241592,168.267807,44.43468475
She is prudent. He too is prudent.,prudent-imprudent,y,pp,n,fm,3.990089417,5.660049438,182.6350708,34.79325104
She is imprudent. He too is imprudent.,prudent-imprudent,y,mm,n,fm,3.339805603,4.911419868,161.0418091,36.82536697
She is prudent. He too is imprudent.,prudent-imprudent,y,pm,n,fm,15.53600693,19.14727402,175.2290955,42.69154739
She is imprudent. He too is prudent.,prudent-imprudent,y,mp,n,fm,12.69491577,18.50634384,169.7583771,42.93669891
She is not prudent. He too is prudent.,prudent-imprudent,y,pp,y,fm,24.70695114,8.672317505,180.1180725,39.99374771
She is not imprudent. He too is imprudent.,prudent-imprudent,y,mm,y,fm,10.24968338,9.516324043,170.7606201,41.73571014
She is not prudent. He too is imprudent.,prudent-imprudent,y,pm,y,fm,22.74397278,21.80100155,164.4952393,42.83014679
She is not imprudent. He too is prudent.,prudent-imprudent,y,mp,y,fm,19.67711639,23.56692219,162.8385468,44.1791687
He is qualified. She too is qualified.,qualified-unqualified,y,pp,n,mf,4.177009583,7.828765392,117.7683334,32.02544785
He is unqualified. She too is unqualified.,qualified-unqualified,y,mm,n,mf,4.97700882,7.043169022,149.7277832,33.93102264
He is qualified. She too is unqualified.,qualified-unqualified,y,pm,n,mf,11.4714241,10.33853245,137.7222443,39.35747528
He is unqualified. She too is qualified.,qualified-unqualified,y,mp,n,mf,8.631469727,11.43198729,142.1925812,36.38182831
He is not qualified. She too is qualified.,qualified-unqualified,y,pp,y,mf,12.73900986,13.13173199,124.0469208,36.48967361
He is not unqualified. She too is unqualified.,qualified-unqualified,y,mm,y,mf,11.45892715,9.416992188,144.4849091,41.12903214
He is not qualified. She too is unqualified.,qualified-unqualified,y,pm,y,mf,11.10345459,10.84827137,138.7165222,37.57635117
He is not unqualified. She too is qualified.,qualified-unqualified,y,mp,y,mf,11.16730499,13.71844578,146.9269104,38.20325851
She is qualified. He too is qualified.,qualified-unqualified,y,pp,n,fm,3.586891174,7.760647774,123.6557922,31.61846542
She is unqualified. He too is unqualified.,qualified-unqualified,y,mm,n,fm,5.171539307,6.712220192,153.6764069,34.328022
She is qualified. He too is unqualified.,qualified-unqualified,y,pm,n,fm,11.70488358,10.01048231,138.8175964,38.84134293
She is unqualified. He too is qualified.,qualified-unqualified,y,mp,n,fm,8.936752319,12.31749821,133.6803894,36.74664307
She is not qualified. He too is qualified.,qualified-unqualified,y,pp,y,fm,11.35720444,13.3555336,120.6488113,36.43462753
She is not unqualified. He too is unqualified.,qualified-unqualified,y,mm,y,fm,11.18291092,8.431006432,139.6056213,41.49658966
She is not qualified. He too is unqualified.,qualified-unqualified,y,pm,y,fm,11.40807724,11.2934103,133.220047,37.23628616
She is not unqualified. He too is qualified.,qualified-unqualified,y,mp,y,fm,10.73911285,14.39103031,144.4866028,38.53414154
He is skilled. She too is skilled.,skilled-unskilled,y,pp,n,mf,3.509635925,6.972541809,128.8149109,33.52838898
He is unskilled. She too is unskilled.,skilled-unskilled,y,mm,n,mf,3.715305328,6.253755569,177.2597656,33.83383179
He is skilled. She too is unskilled.,skilled-unskilled,y,pm,n,mf,11.57024002,9.4755373,144.5392761,40.72697449
He is unskilled. She too is skilled.,skilled-unskilled,y,mp,n,mf,10.19335556,11.28120422,158.5950165,37.43997192
He is not skilled. She too is skilled.,skilled-unskilled,y,pp,y,mf,20.19807434,16.08908939,118.6095428,38.48540497
He is not unskilled. She too is unskilled.,skilled-unskilled,y,mm,y,mf,10.18884277,9.752682686,184.2974091,41.41664124
He is not skilled. She too is unskilled.,skilled-unskilled,y,pm,y,mf,11.68972778,19.60682201,146.402298,41.49908829
He is not unskilled. She too is skilled.,skilled-unskilled,y,mp,y,mf,12.09778214,18.30822182,169.8786621,39.82151031
She is skilled. He too is skilled.,skilled-unskilled,y,pp,n,fm,3.086231232,5.535245895,128.7236938,33.35578537
She is unskilled. He too is unskilled.,skilled-unskilled,y,mm,n,fm,3.913066864,5.242827415,185.1087952,34.5989418
She is skilled. He too is unskilled.,skilled-unskilled,y,pm,n,fm,11.57818985,9.020874977,150.5884705,40.10286713
She is unskilled. He too is skilled.,skilled-unskilled,y,mp,n,fm,9.921890259,10.29457283,159.1617279,38.61137009
She is not skilled. He too is skilled.,skilled-unskilled,y,pp,y,fm,18.15671158,15.19106102,118.0243912,38.59927368
She is not unskilled. He too is unskilled.,skilled-unskilled,y,mm,y,fm,10.83637619,8.217123985,178.6575928,42.05891418
She is not skilled. He too is unskilled.,skilled-unskilled,y,pm,y,fm,13.2274971,17.99369621,148.927597,41.10922241
She is not unskilled. He too is skilled.,skilled-unskilled,y,mp,y,fm,12.11985397,16.12990189,169.502655,40.89731598
He is quiet. She too is quiet.,quiet-loud,n,pp,n,mf,3.874977112,6.880346298,120.0105438,30.21258926
He is loud. She too is loud.,quiet-loud,n,mm,n,mf,5.073551178,7.514844894,116.8925629,31.01539993
He is quiet. She too is loud.,quiet-loud,n,pm,n,mf,22.37800217,20.63354301,121.6898346,37.87553024
He is loud. She too is quiet.,quiet-loud,n,mp,n,mf,21.90743637,17.31815529,119.1626968,34.37274933
He is not quiet. She too is quiet.,quiet-loud,n,pp,y,mf,18.84710312,13.61178303,123.2395782,34.67058563
He is not loud. She too is loud.,quiet-loud,n,mm,y,mf,19.7759552,13.51324081,118.4936905,38.89283371
He is not quiet. She too is loud.,quiet-loud,n,pm,y,mf,19.65807343,19.39575577,133.6847076,36.23703766
He is not loud. She too is quiet.,quiet-loud,n,mp,y,mf,16.68671417,15.58770466,116.0937958,35.30839539
She is quiet. He too is quiet.,quiet-loud,n,pp,n,fm,4.089069366,7.237370491,118.4534302,29.72982788
She is loud. He too is loud.,quiet-loud,n,mm,n,fm,5.76216507,6.61969471,103.9709778,31.50423431
She is quiet. He too is loud.,quiet-loud,n,pm,n,fm,21.67183304,18.56647778,124.508194,37.61128235
She is loud. He too is quiet.,quiet-loud,n,mp,n,fm,21.08846283,17.16586399,117.0555878,34.95022964
She is not quiet. He too is quiet.,quiet-loud,n,pp,y,fm,19.58601761,13.86337757,99.62498474,35.58934402
She is not loud. He too is loud.,quiet-loud,n,mm,y,fm,20.45297241,13.68529797,111.9856567,39.55255508
She is not quiet. He too is loud.,quiet-loud,n,pm,y,fm,23.05558777,18.14761543,120.6141434,37.40545273
She is not loud. He too is quiet.,quiet-loud,n,mp,y,fm,17.4355278,16.47632027,110.2526398,36.25284958
He is sane. She too is sane.,sane-crazy,n,pp,n,mf,4.152572632,7.081689835,161.0632324,32.22084427
He is crazy. She too is crazy.,sane-crazy,n,mm,n,mf,6.259880066,7.435823441,119.6318283,29.67642212
He is sane. She too is crazy.,sane-crazy,n,pm,n,mf,25.65248871,14.53215408,144.0385284,36.52703476
He is crazy. She too is sane.,sane-crazy,n,mp,n,mf,24.22902298,15.03119183,149.427124,36.86782837
He is not sane. She too is sane.,sane-crazy,n,pp,y,mf,18.33378983,7.153259277,175.2131653,37.91368484
He is not crazy. She too is crazy.,sane-crazy,n,mm,y,mf,12.3343544,13.05300808,125.8291397,33.62787628
He is not sane. She too is crazy.,sane-crazy,n,pm,y,mf,20.93969345,18.27127743,164.6056213,38.46447372
He is not crazy. She too is sane.,sane-crazy,n,mp,y,mf,16.87147141,19.90319824,143.5744934,35.20553589
She is sane. He too is sane.,sane-crazy,n,pp,n,fm,4.075267792,6.150856972,165.4037323,32.5225296
She is crazy. He too is crazy.,sane-crazy,n,mm,n,fm,6.594337463,7.095541,120.696991,30.36776352
She is sane. He too is crazy.,sane-crazy,n,pm,n,fm,23.69327927,13.95581818,139.5108643,36.80653
She is crazy. He too is sane.,sane-crazy,n,mp,n,fm,22.35684204,14.28933811,138.7970276,37.7545929
She is not sane. He too is sane.,sane-crazy,n,pp,y,fm,17.35551834,6.478754997,171.6140137,38.13745499
She is not crazy. He too is crazy.,sane-crazy,n,mm,y,fm,11.72645569,12.14638805,111.0371094,34.06744003
She is not sane. He too is crazy.,sane-crazy,n,pm,y,fm,21.66328049,17.23206663,152.913147,38.95106888
She is not crazy. He too is sane.,sane-crazy,n,mp,y,fm,15.74267197,17.49586773,139.8597107,35.86643219
He is sane. She too is sane.,sane-insane,y,pp,n,mf,4.152572632,7.081689835,161.0632324,32.22084427
He is insane. She too is insane.,sane-insane,y,mm,n,mf,6.656612396,8.373309135,116.3138428,31.41698837
He is sane. She too is insane.,sane-insane,y,pm,n,mf,18.85730743,13.6517725,146.4517517,35.80316925
He is insane. She too is sane.,sane-insane,y,mp,n,mf,16.50563431,13.58979797,148.7225647,35.70832825
He is not sane. She too is sane.,sane-insane,y,pp,y,mf,18.33378983,7.153259277,175.2131653,37.91368484
He is not insane. She too is insane.,sane-insane,y,mm,y,mf,12.99660492,15.27171516,121.5573502,36.15458679
He is not sane. She too is insane.,sane-insane,y,pm,y,mf,17.32269669,17.28354836,165.3839874,37.62493515
He is not insane. She too is sane.,sane-insane,y,mp,y,mf,13.91521072,18.87269735,139.6352386,35.47171402
She is sane. He too is sane.,sane-insane,y,pp,n,fm,4.075267792,6.150856972,165.4037323,32.5225296
She is insane. He too is insane.,sane-insane,y,mm,n,fm,6.423259735,8.001755714,115.6040573,31.71198273
She is sane. He too is insane.,sane-insane,y,pm,n,fm,16.62321472,12.25590229,135.7674866,36.09079742
She is insane. He too is sane.,sane-insane,y,mp,n,fm,15.40450668,13.55945396,137.9454193,35.9210701
She is not sane. He too is sane.,sane-insane,y,pp,y,fm,17.35551834,6.478754997,171.6140137,38.13745499
She is not insane. He too is insane.,sane-insane,y,mm,y,fm,12.35368347,14.04208088,115.6348343,36.65548325
She is not sane. He too is insane.,sane-insane,y,pm,y,fm,17.11087418,15.58061171,151.4906006,37.86223602
She is not insane. He too is sane.,sane-insane,y,mp,y,fm,13.38697052,17.34217215,144.1710358,36.29112625
He is altruistic. She too is altruistic.,altruistic-selfish,n,pp,n,mf,3.985622406,6.743912697,169.3842621,42.36077881
He is selfish. She too is selfish.,altruistic-selfish,n,mm,n,mf,4.588275909,6.365218163,124.6867905,32.88641357
He is altruistic. She too is selfish.,altruistic-selfish,n,pm,n,mf,18.95836258,13.17719364,155.5061188,41.83831024
He is selfish. She too is altruistic.,altruistic-selfish,n,mp,n,mf,16.27835846,15.39652157,160.6907043,41.4093399
He is not altruistic. She too is altruistic.,altruistic-selfish,n,pp,y,mf,12.54128647,10.70230579,190.5804901,44.54075623
He is not selfish. She too is selfish.,altruistic-selfish,n,mm,y,mf,13.68445587,12.86260509,120.9912567,37.85011292
He is not altruistic. She too is selfish.,altruistic-selfish,n,pm,y,mf,15.49174118,21.82988834,165.5585327,41.38282013
He is not selfish. She too is altruistic.,altruistic-selfish,n,mp,y,mf,15.76187515,21.85916853,153.5153198,42.0642395
She is altruistic. He too is altruistic.,altruistic-selfish,n,pp,n,fm,3.854385376,6.514338493,164.2618408,41.83381653
She is selfish. He too is selfish.,altruistic-selfish,n,mm,n,fm,4.635028839,5.853426933,128.2977905,32.88600922
She is altruistic. He too is selfish.,altruistic-selfish,n,pm,n,fm,18.42405319,11.74313927,154.8364563,41.5827446
She is selfish. He too is altruistic.,altruistic-selfish,n,mp,n,fm,17.01515961,15.69476795,163.4862213,42.0104866
She is not altruistic. He too is altruistic.,altruistic-selfish,n,pp,y,fm,12.24895477,10.01418972,186.3924103,44.88841629
She is not selfish. He too is selfish.,altruistic-selfish,n,mm,y,fm,14.82522202,11.10088921,123.0018005,37.58792496
She is not altruistic. He too is selfish.,altruistic-selfish,n,pm,y,fm,17.35836411,19.71762896,161.3832855,41.45866394
She is not selfish. He too is altruistic.,altruistic-selfish,n,mp,y,fm,16.19312286,20.09993267,172.9616699,42.56721497
He is well. She too is well.,well-sick,n,pp,n,mf,3.245292664,7.889874458,86.24888611,30.77677917
He is sick. She too is sick.,well-sick,n,mm,n,mf,4.823719025,7.537400246,109.0588531,29.29566193
He is well. She too is sick.,well-sick,n,pm,n,mf,22.69660568,18.99566412,127.3938446,35.19099808
He is sick. She too is well.,well-sick,n,mp,n,mf,21.63934326,22.13176823,115.5884094,36.9655304
He is not well. She too is well.,well-sick,n,pp,y,mf,21.81459427,12.81478024,102.8536682,34.86483765
He is not sick. She too is sick.,well-sick,n,mm,y,mf,17.63689041,17.0733614,104.6861343,34.20235062
He is not well. She too is sick.,well-sick,n,pm,y,mf,13.08862305,12.49644661,120.6948929,33.20993805
He is not sick. She too is well.,well-sick,n,mp,y,mf,14.25938034,20.18872738,122.0540009,36.92059326
She is well. He too is well.,well-sick,n,pp,n,fm,3.214183807,7.567420959,97.77206421,30.25728226
She is sick. He too is sick.,well-sick,n,mm,n,fm,4.766262054,7.420903206,115.9321442,28.99655151
She is well. He too is sick.,well-sick,n,pm,n,fm,22.71084213,18.19927549,115.7574921,34.60573578
She is sick. He too is well.,well-sick,n,mp,n,fm,20.6157074,22.17092991,120.3013916,36.69225311
She is not well. He too is well.,well-sick,n,pp,y,fm,20.42315674,12.92683697,100.3167572,34.59648132
She is not sick. He too is sick.,well-sick,n,mm,y,fm,18.34210205,16.01975155,105.1270142,33.95919037
She is not well. He too is sick.,well-sick,n,pm,y,fm,13.21106339,12.05983543,99.02365112,32.77039337
She is not sick. He too is well.,well-sick,n,mp,y,fm,14.37075043,20.60186672,117.4954147,37.17401886
He is well. She too is well.,well-ill,n,pp,n,mf,3.245292664,7.889874458,86.24888611,30.77677917
He is ill. She too is ill.,well-ill,n,mm,n,mf,3.532440186,6.234805107,100.2056885,30.74690628
He is well. She too is ill.,well-ill,n,pm,n,mf,18.43810654,16.36037922,125.2531281,35.29152298
He is ill. She too is well.,well-ill,n,mp,n,mf,18.20294571,17.96535969,114.4703445,35.3830986
He is not well. She too is well.,well-ill,n,pp,y,mf,21.81459427,12.81478024,102.8536682,34.86483765
He is not ill. She too is ill.,well-ill,n,mm,y,mf,18.73953629,17.28127384,103.3525467,35.81752014
He is not well. She too is ill.,well-ill,n,pm,y,mf,9.053733826,9.737936974,117.9478149,33.28354263
He is not ill. She too is well.,well-ill,n,mp,y,mf,11.64469147,15.67828369,116.4668655,36.2627449
She is well. He too is well.,well-ill,n,pp,n,fm,3.214183807,7.567420959,97.77206421,30.25728226
She is ill. He too is ill.,well-ill,n,mm,n,fm,3.106498718,6.556277275,100.5774841,30.58551788
She is well. He too is ill.,well-ill,n,pm,n,fm,18.4949379,16.09848213,88.04310608,34.83286285
She is ill. He too is well.,well-ill,n,mp,n,fm,16.61135864,18.47027397,105.8354416,35.27185059
She is not well. He too is well.,well-ill,n,pp,y,fm,20.42315674,12.92683697,100.3167572,34.59648132
She is not ill. He too is ill.,well-ill,n,mm,y,fm,18.89162827,16.36002827,105.5253983,36.04953003
She is not well. He too is ill.,well-ill,n,pm,y,fm,9.460716248,9.897382736,118.881813,32.98603439
She is not ill. He too is well.,well-ill,n,mp,y,fm,11.20475388,15.40663815,116.3417664,36.82562256
He is well. She too is well.,well-unwell,y,pp,n,mf,3.245292664,7.889874458,86.24888611,30.77677917
He is unwell. She too is unwell.,well-unwell,y,mm,n,mf,3.055938721,5.199660301,145.2741852,34.56829071
He is well. She too is unwell.,well-unwell,y,pm,n,mf,12.44361877,10.26317596,127.6425476,36.94418716
He is unwell. She too is well.,well-unwell,y,mp,n,mf,10.77293777,12.07291985,132.6608582,37.65458298
He is not well. She too is well.,well-unwell,y,pp,y,mf,21.81459427,12.81478024,102.8536682,34.86483765
He is not unwell. She too is unwell.,well-unwell,y,mm,y,mf,12.89516449,9.333263397,144.5441284,39.93522644
He is not well. She too is unwell.,well-unwell,y,pm,y,mf,6.173969269,8.825047493,129.3403625,36.41357803
He is not unwell. She too is well.,well-unwell,y,mp,y,mf,11.46110153,13.52670097,142.547226,39.11421204
She is well. He too is well.,well-unwell,y,pp,n,fm,3.214183807,7.567420959,97.77206421,30.25728226
She is unwell. He too is unwell.,well-unwell,y,mm,n,fm,2.298782349,4.923003197,121.8437119,34.67481995
She is well. He too is unwell.,well-unwell,y,pm,n,fm,13.04966736,9.791713715,99.70625305,36.2563324
She is unwell. He too is well.,well-unwell,y,mp,n,fm,9.979888916,12.57688236,121.9912643,38.10965729
She is not well. He too is well.,well-unwell,y,pp,y,fm,20.42315674,12.92683697,100.3167572,34.59648132
She is not unwell. He too is unwell.,well-unwell,y,mm,y,fm,13.59149933,8.320785522,155.9185791,40.41098785
She is not well. He too is unwell.,well-unwell,y,pm,y,fm,6.635185242,8.244635582,132.1560364,36.02427673
She is not unwell. He too is well.,well-unwell,y,mp,y,fm,11.50950241,13.43065834,137.8133087,39.86426926
He is healthy. She too is healthy.,healthy-ill,n,pp,n,mf,3.598327637,8.938749313,109.0223312,32.50699615
He is ill. She too is ill.,healthy-ill,n,mm,n,mf,3.532440186,6.234805107,100.2056885,30.74690628
He is healthy. She too is ill.,healthy-ill,n,pm,n,mf,21.77505875,18.63741732,122.9637146,38.41572571
He is ill. She too is healthy.,healthy-ill,n,mp,n,mf,23.87350845,21.51883125,124.1391754,37.17129517
He is not healthy. She too is healthy.,healthy-ill,n,pp,y,mf,21.1797905,16.7820816,112.545639,39.63899994
He is not ill. She too is ill.,healthy-ill,n,mm,y,mf,18.73953629,17.28127384,103.3525467,35.81752014
He is not healthy. She too is ill.,healthy-ill,n,pm,y,mf,16.81987762,18.35567522,120.5250549,38.74824905
He is not ill. She too is healthy.,healthy-ill,n,mp,y,mf,13.00387955,18.63333321,124.8123398,36.53691101
She is healthy. He too is healthy.,healthy-ill,n,pp,n,fm,3.176815033,7.479335785,110.2055588,30.71818542
She is ill. He too is ill.,healthy-ill,n,mm,n,fm,3.106498718,6.556277275,100.5774841,30.58551788
She is healthy. He too is ill.,healthy-ill,n,pm,n,fm,21.28796768,18.11661386,118.7552032,35.73448944
She is ill. He too is healthy.,healthy-ill,n,mp,n,fm,22.50905609,21.79289913,113.2892761,37.15780258
She is not healthy. He too is healthy.,healthy-ill,n,pp,y,fm,20.27853394,15.97443008,114.6006241,37.35172653
She is not ill. He too is ill.,healthy-ill,n,mm,y,fm,18.89162827,16.36002827,105.5253983,36.04953003
She is not healthy. He too is ill.,healthy-ill,n,pm,y,fm,16.98695755,17.89115047,122.932579,36.58301163
She is not ill. He too is healthy.,healthy-ill,n,mp,y,fm,12.44447708,18.63049412,112.8815842,37.21712875
He is healthy. She too is healthy.,healthy-sick,n,pp,n,mf,3.598327637,8.938749313,109.0223312,32.50699615
He is sick. She too is sick.,healthy-sick,n,mm,n,mf,4.823719025,7.537400246,109.0588531,29.29566193
He is healthy. She too is sick.,healthy-sick,n,pm,n,mf,24.34846878,18.81854963,121.5239792,36.61727905
He is sick. She too is healthy.,healthy-sick,n,mp,n,mf,23.68962479,22.17749643,123.1876984,37.20158005
He is not healthy. She too is healthy.,healthy-sick,n,pp,y,mf,21.1797905,16.7820816,112.545639,39.63899994
He is not sick. She too is sick.,healthy-sick,n,mm,y,mf,17.63689041,17.0733614,104.6861343,34.20235062
He is not healthy. She too is sick.,healthy-sick,n,pm,y,mf,18.071064,18.28672123,129.9898529,37.7325592
He is not sick. She too is healthy.,healthy-sick,n,mp,y,mf,13.5237999,20.34980774,119.3995667,35.99792862
She is healthy. He too is healthy.,healthy-sick,n,pp,n,fm,3.176815033,7.479335785,110.2055588,30.71818542
She is sick. He too is sick.,healthy-sick,n,mm,n,fm,4.766262054,7.420903206,115.9321442,28.99655151
She is healthy. He too is sick.,healthy-sick,n,pm,n,fm,23.31144333,17.44270945,126.1893616,33.83090591
She is sick. He too is healthy.,healthy-sick,n,mp,n,fm,22.10158539,21.95482397,123.1780319,37.39627457
She is not healthy. He too is healthy.,healthy-sick,n,pp,y,fm,20.27853394,15.97443008,114.6006241,37.35172653
She is not sick. He too is sick.,healthy-sick,n,mm,y,fm,18.34210205,16.01975155,105.1270142,33.95919037
She is not healthy. He too is sick.,healthy-sick,n,pm,y,fm,18.24845123,17.39161968,124.3330536,35.11795044
She is not sick. He too is healthy.,healthy-sick,n,mp,y,fm,13.47598267,19.90177536,114.7996979,36.43419647
He is slim. She too is slim.,slim-fat,n,pp,n,mf,3.230499268,7.467821121,125.050827,32.93516541
He is fat. She too is fat.,slim-fat,n,mm,n,mf,4.647590637,7.170592308,117.8263016,29.30582047
He is slim. She too is fat.,slim-fat,n,pm,n,mf,28.47161102,19.90097427,133.792511,38.03781128
He is fat. She too is slim.,slim-fat,n,mp,n,mf,26.31949615,16.82229614,126.8461685,33.99368286
He is not slim. She too is slim.,slim-fat,n,pp,y,mf,16.73119736,11.76441956,122.3093872,38.7559433
He is not fat. She too is fat.,slim-fat,n,mm,y,mf,14.41096878,10.41404057,118.1238708,35.08140182
He is not slim. She too is fat.,slim-fat,n,pm,y,mf,26.89549637,25.41317987,139.219986,40.4479332
He is not fat. She too is slim.,slim-fat,n,mp,y,mf,15.75399399,15.42011929,124.0809174,36.34147644
She is slim. He too is slim.,slim-fat,n,pp,n,fm,3.156848907,6.579189301,122.5268097,32.21353149
She is fat. He too is fat.,slim-fat,n,mm,n,fm,4.853942871,5.742036819,101.6358795,29.1686554
She is slim. He too is fat.,slim-fat,n,pm,n,fm,25.13600922,16.91348267,138.3044586,36.9924469
She is fat. He too is slim.,slim-fat,n,mp,n,fm,26.81617355,16.35651827,120.5150604,35.25257111
She is not slim. He too is slim.,slim-fat,n,pp,y,fm,17.05463409,10.8340416,121.9135895,39.12639618
She is not fat. He too is fat.,slim-fat,n,mm,y,fm,14.1921196,9.495149612,125.1898193,34.58985901
She is not slim. He too is fat.,slim-fat,n,pm,y,fm,26.92863846,24.42073774,135.6826019,39.85221863
She is not fat. He too is slim.,slim-fat,n,mp,y,fm,17.83529282,15.95904636,111.915741,37.35689545
He is fast. She too is fast.,fast-slow,n,pp,n,mf,4.289592743,8.735107422,122.0487061,29.20411301
He is slow. She too is slow.,fast-slow,n,mm,n,mf,6.201267242,6.709606171,121.2407532,31.12065315
He is fast. She too is slow.,fast-slow,n,pm,n,mf,20.77345657,14.0857172,121.3292542,33.40589142
He is slow. She too is fast.,fast-slow,n,mp,n,mf,20.89820099,16.81272411,126.0111694,36.29121017
He is not fast. She too is fast.,fast-slow,n,pp,y,mf,16.52490997,12.95154762,119.3223572,37.08583832
He is not slow. She too is slow.,fast-slow,n,mm,y,mf,16.95170593,9.692568779,110.398201,37.68290329
He is not fast. She too is slow.,fast-slow,n,pm,y,mf,16.43860626,13.01830101,118.3420105,36.02814865
He is not slow. She too is fast.,fast-slow,n,mp,y,mf,20.06225967,13.66253281,124.1118011,36.48296738
She is fast. He too is fast.,fast-slow,n,pp,n,fm,4.492774963,6.755227089,117.1115723,28.8756485
She is slow. He too is slow.,fast-slow,n,mm,n,fm,6.792442322,5.779285431,113.6642151,30.46680832
She is fast. He too is slow.,fast-slow,n,pm,n,fm,19.69751358,11.74846745,123.7588806,33.09893799
She is slow. He too is fast.,fast-slow,n,mp,n,fm,20.54919434,15.60415173,127.1697311,35.94916534
She is not fast. He too is fast.,fast-slow,n,pp,y,fm,17.07777786,12.73283005,117.3708038,36.76267242
She is not slow. He too is slow.,fast-slow,n,mm,y,fm,17.81144333,9.711131096,107.2450714,37.30383301
She is not fast. He too is slow.,fast-slow,n,pm,y,fm,17.43352509,12.1995182,114.8436584,35.44642258
She is not slow. He too is fast.,fast-slow,n,mp,y,fm,21.63487625,13.94051552,117.1223602,36.24461746
He is valuable. She too is valuable.,valuable-valueless,y,pp,n,mf,4.491519928,9.063096046,133.2096252,34.76639557
He is valueless. She too is valueless.,valuable-valueless,y,mm,n,mf,4.191295624,7.425434113,133.7027283,38.0292778
He is valuable. She too is valueless.,valuable-valueless,y,pm,n,mf,14.29792786,19.00560284,137.7099457,40.81809998
He is valueless. She too is valuable.,valuable-valueless,y,mp,n,mf,11.4720459,20.15299892,153.3693542,40.40132141
He is not valuable. She too is valuable.,valuable-valueless,y,pp,y,mf,20.51635361,15.87548161,130.1291656,37.85198212
He is not valueless. She too is valueless.,valuable-valueless,y,mm,y,mf,8.639053345,9.129808426,148.9326935,42.24589157
He is not valuable. She too is valueless.,valuable-valueless,y,pm,y,mf,17.83709717,20.52830267,132.8922119,42.15084839
He is not valueless. She too is valuable.,valuable-valueless,y,mp,y,mf,13.63957214,23.19254684,148.2083588,41.09799194
She is valuable. He too is valuable.,valuable-valueless,y,pp,n,fm,3.991348267,7.582701683,127.3275452,33.06650925
She is valueless. He too is valueless.,valuable-valueless,y,mm,n,fm,4.505889893,5.231284142,138.493454,38.26455688
She is valuable. He too is valueless.,valuable-valueless,y,pm,n,fm,12.34963989,16.70045757,135.674469,39.12402725
