,Unnamed: 0.1,Unnamed: 0,sentence,adjectives,transparency,polarity,negation,gender,roberta_large_mnli_contradiction_scores,roberta_large_mnli_entailment_scores,deberta_large_mnli_contradiction_scores,deberta_large_mnli_entailment_scores
910,910,910,She is not obedient. She is disobedient.,obedient-disobedient,y,pm,y,ff,0.979383647441864,0.1077522486448288,0.992205798625946,0.6526756882667542
911,911,911,She is not disobedient. She is obedient.,obedient-disobedient,y,mp,y,ff,0.3700289726257324,0.9269058108329773,0.1041178628802299,0.9229199290275574
912,912,912,He is optimist. He is optimist.,optimist-pessimist,-,pp,n,mm,-1.0,-1.0,-1.0,-1.0
913,913,913,He is pessimist. He is pessimist.,optimist-pessimist,-,mm,n,mm,-1.0,-1.0,-1.0,-1.0
914,914,914,He is optimist. He is pessimist.,optimist-pessimist,-,pm,n,mm,-1.0,-1.0,-1.0,-1.0
915,915,915,He is pessimist. He is optimist.,optimist-pessimist,-,mp,n,mm,-1.0,-1.0,-1.0,-1.0
916,916,916,He is not optimist. He is optimist.,optimist-pessimist,-,pp,y,mm,-1.0,-1.0,-1.0,-1.0
917,917,917,He is not pessimist. He is pessimist.,optimist-pessimist,-,mm,y,mm,-1.0,-1.0,-1.0,-1.0
918,918,918,He is not optimist. He is pessimist.,optimist-pessimist,-,pm,y,mm,0.945095956325531,0.5769585967063904,0.9844302535057068,0.7811892628669739
919,919,919,He is not pessimist. He is optimist.,optimist-pessimist,-,mp,y,mm,0.5604581236839294,0.532131552696228,0.4868575036525726,0.625320315361023
920,920,920,She is optimist. She is optimist.,optimist-pessimist,-,pp,n,ff,-1.0,-1.0,-1.0,-1.0
921,921,921,She is pessimist. She is pessimist.,optimist-pessimist,-,mm,n,ff,-1.0,-1.0,-1.0,-1.0
922,922,922,She is optimist. She is pessimist.,optimist-pessimist,-,pm,n,ff,-1.0,-1.0,-1.0,-1.0
923,923,923,She is pessimist. She is optimist.,optimist-pessimist,-,mp,n,ff,-1.0,-1.0,-1.0,-1.0
924,924,924,She is not optimist. She is optimist.,optimist-pessimist,-,pp,y,ff,-1.0,-1.0,-1.0,-1.0
925,925,925,She is not pessimist. She is pessimist.,optimist-pessimist,-,mm,y,ff,-1.0,-1.0,-1.0,-1.0
926,926,926,She is not optimist. She is pessimist.,optimist-pessimist,-,pm,y,ff,0.9417093992233276,0.6472041010856628,0.9847583174705504,0.8053835034370422
927,927,927,She is not pessimist. She is optimist.,optimist-pessimist,-,mp,y,ff,0.5464333891868591,0.5675848126411438,0.5019494295120239,0.6562274694442749
928,928,928,He is patient. He is patient.,patient-impatient,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
929,929,929,He is impatient. He is impatient.,patient-impatient,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
930,930,930,He is patient. He is impatient.,patient-impatient,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
931,931,931,He is impatient. He is patient.,patient-impatient,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
932,932,932,He is not patient. He is patient.,patient-impatient,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
933,933,933,He is not impatient. He is impatient.,patient-impatient,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
934,934,934,He is not patient. He is impatient.,patient-impatient,y,pm,y,mm,0.8913564085960388,0.6793126463890076,0.9838523864746094,0.8865801095962524
935,935,935,He is not impatient. He is patient.,patient-impatient,y,mp,y,mm,0.17745418846607208,0.8400887846946716,0.2502487599849701,0.7509276866912842
936,936,936,She is patient. She is patient.,patient-impatient,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
937,937,937,She is impatient. She is impatient.,patient-impatient,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
938,938,938,She is patient. She is impatient.,patient-impatient,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
939,939,939,She is impatient. She is patient.,patient-impatient,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
940,940,940,She is not patient. She is patient.,patient-impatient,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
941,941,941,She is not impatient. She is impatient.,patient-impatient,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
942,942,942,She is not patient. She is impatient.,patient-impatient,y,pm,y,ff,0.9008551836013794,0.7528325319290161,0.9857906699180604,0.8925318121910095
943,943,943,She is not impatient. She is patient.,patient-impatient,y,mp,y,ff,0.18454985320568085,0.8350074887275696,0.2392843067646026,0.7702791690826416
944,944,944,He is prudent. He is prudent.,prudent-imprudent,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
945,945,945,He is imprudent. He is imprudent.,prudent-imprudent,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
946,946,946,He is prudent. He is imprudent.,prudent-imprudent,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
947,947,947,He is imprudent. He is prudent.,prudent-imprudent,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
948,948,948,He is not prudent. He is prudent.,prudent-imprudent,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
949,949,949,He is not imprudent. He is imprudent.,prudent-imprudent,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
950,950,950,He is not prudent. He is imprudent.,prudent-imprudent,y,pm,y,mm,0.9835736155509949,0.3790716826915741,0.9895627498626708,0.8166240453720093
951,951,951,He is not imprudent. He is prudent.,prudent-imprudent,y,mp,y,mm,0.2540208399295807,0.7096370458602905,0.176567792892456,0.4105652272701263
952,952,952,She is prudent. She is prudent.,prudent-imprudent,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
953,953,953,She is imprudent. She is imprudent.,prudent-imprudent,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
954,954,954,She is prudent. She is imprudent.,prudent-imprudent,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
955,955,955,She is imprudent. She is prudent.,prudent-imprudent,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
956,956,956,She is not prudent. She is prudent.,prudent-imprudent,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
957,957,957,She is not imprudent. She is imprudent.,prudent-imprudent,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
958,958,958,She is not prudent. She is imprudent.,prudent-imprudent,y,pm,y,ff,0.9837631583213806,0.5267937779426575,0.9900140166282654,0.82396000623703
959,959,959,She is not imprudent. She is prudent.,prudent-imprudent,y,mp,y,ff,0.2300044745206833,0.7348973751068115,0.1714294552803039,0.4390779435634613
960,960,960,He is qualified. He is qualified.,qualified-unqualified,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
961,961,961,He is unqualified. He is unqualified.,qualified-unqualified,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
962,962,962,He is qualified. He is unqualified.,qualified-unqualified,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
963,963,963,He is unqualified. He is qualified.,qualified-unqualified,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
964,964,964,He is not qualified. He is qualified.,qualified-unqualified,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
965,965,965,He is not unqualified. He is unqualified.,qualified-unqualified,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
966,966,966,He is not qualified. He is unqualified.,qualified-unqualified,y,pm,y,mm,0.9742858409881592,0.509527325630188,0.9854183793067932,0.9150325655937196
967,967,967,He is not unqualified. He is qualified.,qualified-unqualified,y,mp,y,mm,0.5494623184204102,0.8231804966926575,0.1384234279394149,0.8232076168060303
968,968,968,She is qualified. She is qualified.,qualified-unqualified,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
969,969,969,She is unqualified. She is unqualified.,qualified-unqualified,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
970,970,970,She is qualified. She is unqualified.,qualified-unqualified,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
971,971,971,She is unqualified. She is qualified.,qualified-unqualified,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
972,972,972,She is not qualified. She is qualified.,qualified-unqualified,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
973,973,973,She is not unqualified. She is unqualified.,qualified-unqualified,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
974,974,974,She is not qualified. She is unqualified.,qualified-unqualified,y,pm,y,ff,0.9759485721588135,0.5629081130027771,0.98684561252594,0.916785717010498
975,975,975,She is not unqualified. She is qualified.,qualified-unqualified,y,mp,y,ff,0.5099772810935974,0.8258320689201355,0.1456279009580612,0.82388836145401
976,976,976,He is skilled. He is skilled.,skilled-unskilled,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
977,977,977,He is unskilled. He is unskilled.,skilled-unskilled,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
978,978,978,He is skilled. He is unskilled.,skilled-unskilled,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
979,979,979,He is unskilled. He is skilled.,skilled-unskilled,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
980,980,980,He is not skilled. He is skilled.,skilled-unskilled,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
981,981,981,He is not unskilled. He is unskilled.,skilled-unskilled,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
982,982,982,He is not skilled. He is unskilled.,skilled-unskilled,y,pm,y,mm,0.9445673823356628,0.7090305685997009,0.9786996245384216,0.8707900643348694
983,983,983,He is not unskilled. He is skilled.,skilled-unskilled,y,mp,y,mm,0.4060216546058655,0.7530233263969421,0.1458754539489746,0.783240795135498
984,984,984,She is skilled. She is skilled.,skilled-unskilled,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
985,985,985,She is unskilled. She is unskilled.,skilled-unskilled,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
986,986,986,She is skilled. She is unskilled.,skilled-unskilled,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
987,987,987,She is unskilled. She is skilled.,skilled-unskilled,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
988,988,988,She is not skilled. She is skilled.,skilled-unskilled,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
989,989,989,She is not unskilled. She is unskilled.,skilled-unskilled,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
990,990,990,She is not skilled. She is unskilled.,skilled-unskilled,y,pm,y,ff,0.958013653755188,0.7531437277793884,0.9824325442314148,0.8804826736450195
991,991,991,She is not unskilled. She is skilled.,skilled-unskilled,y,mp,y,ff,0.370756596326828,0.7718743681907654,0.1487873196601867,0.8116732239723206
992,992,992,He is quiet. He is quiet.,quiet-loud,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
993,993,993,He is loud. He is loud.,quiet-loud,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
994,994,994,He is quiet. He is loud.,quiet-loud,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
995,995,995,He is loud. He is quiet.,quiet-loud,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
996,996,996,He is not quiet. He is quiet.,quiet-loud,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
997,997,997,He is not loud. He is loud.,quiet-loud,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
998,998,998,He is not quiet. He is loud.,quiet-loud,n,pm,y,mm,0.9664041996002197,0.8524715304374695,0.9687385559082032,0.8841612935066223
999,999,999,He is not loud. He is quiet.,quiet-loud,n,mp,y,mm,0.8590475916862488,0.8878318071365356,0.8226744532585144,0.858769953250885
1000,1000,1000,She is quiet. She is quiet.,quiet-loud,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1001,1001,1001,She is loud. She is loud.,quiet-loud,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1002,1002,1002,She is quiet. She is loud.,quiet-loud,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1003,1003,1003,She is loud. She is quiet.,quiet-loud,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1004,1004,1004,She is not quiet. She is quiet.,quiet-loud,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1005,1005,1005,She is not loud. She is loud.,quiet-loud,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1006,1006,1006,She is not quiet. She is loud.,quiet-loud,n,pm,y,ff,0.9616369009017944,0.8810298442840576,0.9727278351783752,0.8923611640930176
1007,1007,1007,She is not loud. She is quiet.,quiet-loud,n,mp,y,ff,0.8356418013572693,0.9085837602615356,0.841794490814209,0.8720998167991638
1008,1008,1008,He is sane. He is sane.,sane-crazy,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1009,1009,1009,He is crazy. He is crazy.,sane-crazy,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1010,1010,1010,He is sane. He is crazy.,sane-crazy,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1011,1011,1011,He is crazy. He is sane.,sane-crazy,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1012,1012,1012,He is not sane. He is sane.,sane-crazy,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1013,1013,1013,He is not crazy. He is crazy.,sane-crazy,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1014,1014,1014,He is not sane. He is crazy.,sane-crazy,n,pm,y,mm,0.9811089634895325,0.7236957550048828,0.9828052520751952,0.8696023225784302
1015,1015,1015,He is not crazy. He is sane.,sane-crazy,n,mp,y,mm,0.4103817343711853,0.7043638825416565,0.2423302829265594,0.6592081189155579
1016,1016,1016,She is sane. She is sane.,sane-crazy,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1017,1017,1017,She is crazy. She is crazy.,sane-crazy,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1018,1018,1018,She is sane. She is crazy.,sane-crazy,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1019,1019,1019,She is crazy. She is sane.,sane-crazy,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1020,1020,1020,She is not sane. She is sane.,sane-crazy,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1021,1021,1021,She is not crazy. She is crazy.,sane-crazy,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1022,1022,1022,She is not sane. She is crazy.,sane-crazy,n,pm,y,ff,0.9803828001022339,0.7686058878898621,0.9859026670455932,0.8822993636131287
1023,1023,1023,She is not crazy. She is sane.,sane-crazy,n,mp,y,ff,0.42045140266418457,0.7245832681655884,0.2595152556896209,0.6775027513504028
1024,1024,1024,He is sane. He is sane.,sane-insane,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1025,1025,1025,He is insane. He is insane.,sane-insane,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1026,1026,1026,He is sane. He is insane.,sane-insane,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1027,1027,1027,He is insane. He is sane.,sane-insane,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1028,1028,1028,He is not sane. He is sane.,sane-insane,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1029,1029,1029,He is not insane. He is insane.,sane-insane,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1030,1030,1030,He is not sane. He is insane.,sane-insane,y,pm,y,mm,0.982526957988739,0.6991864442825317,0.9791502356529236,0.8691722750663757
1031,1031,1031,He is not insane. He is sane.,sane-insane,y,mp,y,mm,0.44415345788002014,0.6607204079627991,0.2459825873374939,0.7188783288002014
1032,1032,1032,She is sane. She is sane.,sane-insane,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1033,1033,1033,She is insane. She is insane.,sane-insane,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1034,1034,1034,She is sane. She is insane.,sane-insane,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1035,1035,1035,She is insane. She is sane.,sane-insane,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1036,1036,1036,She is not sane. She is sane.,sane-insane,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1037,1037,1037,She is not insane. She is insane.,sane-insane,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1038,1038,1038,She is not sane. She is insane.,sane-insane,y,pm,y,ff,0.9819999933242798,0.7386223077774048,0.9828997850418092,0.8790367841720581
1039,1039,1039,She is not insane. She is sane.,sane-insane,y,mp,y,ff,0.4420616328716278,0.6967858076095581,0.248407706618309,0.7326978445053101
1040,1040,1040,He is altruistic. He is altruistic.,altruistic-selfish,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1041,1041,1041,He is selfish. He is selfish.,altruistic-selfish,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1042,1042,1042,He is altruistic. He is selfish.,altruistic-selfish,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1043,1043,1043,He is selfish. He is altruistic.,altruistic-selfish,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1044,1044,1044,He is not altruistic. He is altruistic.,altruistic-selfish,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1045,1045,1045,He is not selfish. He is selfish.,altruistic-selfish,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1046,1046,1046,He is not altruistic. He is selfish.,altruistic-selfish,n,pm,y,mm,0.9683788418769836,0.5245440602302551,0.9786510467529296,0.830603301525116
1047,1047,1047,He is not selfish. He is altruistic.,altruistic-selfish,n,mp,y,mm,0.4286706745624542,0.853928804397583,0.2980422973632812,0.7518993020057678
1048,1048,1048,She is altruistic. She is altruistic.,altruistic-selfish,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1049,1049,1049,She is selfish. She is selfish.,altruistic-selfish,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1050,1050,1050,She is altruistic. She is selfish.,altruistic-selfish,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1051,1051,1051,She is selfish. She is altruistic.,altruistic-selfish,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1052,1052,1052,She is not altruistic. She is altruistic.,altruistic-selfish,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1053,1053,1053,She is not selfish. She is selfish.,altruistic-selfish,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1054,1054,1054,She is not altruistic. She is selfish.,altruistic-selfish,n,pm,y,ff,0.9652575254440308,0.5467493534088135,0.9812079071998596,0.8401854038238525
1055,1055,1055,She is not selfish. She is altruistic.,altruistic-selfish,n,mp,y,ff,0.36770886182785034,0.8715230226516724,0.2799351513385772,0.7581650018692017
1056,1056,1056,He is well. He is well.,well-sick,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1057,1057,1057,He is sick. He is sick.,well-sick,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1058,1058,1058,He is well. He is sick.,well-sick,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1059,1059,1059,He is sick. He is well.,well-sick,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1060,1060,1060,He is not well. He is well.,well-sick,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1061,1061,1061,He is not sick. He is sick.,well-sick,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1062,1062,1062,He is not well. He is sick.,well-sick,n,pm,y,mm,0.8913040161132812,0.8375809192657471,0.77451491355896,0.89113849401474
1063,1063,1063,He is not sick. He is well.,well-sick,n,mp,y,mm,0.7293186187744141,0.8484479784965515,0.3617279827594757,0.6172959804534912
1064,1064,1064,She is well. She is well.,well-sick,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1065,1065,1065,She is sick. She is sick.,well-sick,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1066,1066,1066,She is well. She is sick.,well-sick,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1067,1067,1067,She is sick. She is well.,well-sick,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1068,1068,1068,She is not well. She is well.,well-sick,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1069,1069,1069,She is not sick. She is sick.,well-sick,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1070,1070,1070,She is not well. She is sick.,well-sick,n,pm,y,ff,0.8869820237159729,0.8426651954650879,0.8427537679672241,0.9058256149291992
1071,1071,1071,She is not sick. She is well.,well-sick,n,mp,y,ff,0.6956284642219543,0.8600153923034668,0.3392826318740845,0.6306809186935425
1072,1072,1072,He is well. He is well.,well-ill,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1073,1073,1073,He is ill. He is ill.,well-ill,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1074,1074,1074,He is well. He is ill.,well-ill,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1075,1075,1075,He is ill. He is well.,well-ill,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1076,1076,1076,He is not well. He is well.,well-ill,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1077,1077,1077,He is not ill. He is ill.,well-ill,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1078,1078,1078,He is not well. He is ill.,well-ill,n,pm,y,mm,0.9002712965011597,0.8363787531852722,0.8977864384651184,0.9141671061515808
1079,1079,1079,He is not ill. He is well.,well-ill,n,mp,y,mm,0.6533091068267822,0.8323040008544922,0.228655606508255,0.6874144077301025
1080,1080,1080,She is well. She is well.,well-ill,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1081,1081,1081,She is ill. She is ill.,well-ill,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1082,1082,1082,She is well. She is ill.,well-ill,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1083,1083,1083,She is ill. She is well.,well-ill,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1084,1084,1084,She is not well. She is well.,well-ill,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1085,1085,1085,She is not ill. She is ill.,well-ill,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1086,1086,1086,She is not well. She is ill.,well-ill,n,pm,y,ff,0.8980337381362915,0.8395454287528992,0.9127084612846376,0.9235629439353944
1087,1087,1087,She is not ill. She is well.,well-ill,n,mp,y,ff,0.6400169134140015,0.8473021388053894,0.2098784148693084,0.7005800604820251
1088,1088,1088,He is well. He is well.,well-unwell,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1089,1089,1089,He is unwell. He is unwell.,well-unwell,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1090,1090,1090,He is well. He is unwell.,well-unwell,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1091,1091,1091,He is unwell. He is well.,well-unwell,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1092,1092,1092,He is not well. He is well.,well-unwell,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1093,1093,1093,He is not unwell. He is unwell.,well-unwell,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1094,1094,1094,He is not well. He is unwell.,well-unwell,y,pm,y,mm,0.9459729194641113,0.875985860824585,0.9486738443374634,0.9457853436470032
1095,1095,1095,He is not unwell. He is well.,well-unwell,y,mp,y,mm,0.7114413380622864,0.8500454425811768,0.2125808745622635,0.7336055040359497
1096,1096,1096,She is well. She is well.,well-unwell,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1097,1097,1097,She is unwell. She is unwell.,well-unwell,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1098,1098,1098,She is well. She is unwell.,well-unwell,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1099,1099,1099,She is unwell. She is well.,well-unwell,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1100,1100,1100,She is not well. She is well.,well-unwell,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1101,1101,1101,She is not unwell. She is unwell.,well-unwell,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1102,1102,1102,She is not well. She is unwell.,well-unwell,y,pm,y,ff,0.9522156119346619,0.8771999478340149,0.958495557308197,0.9503623843193054
1103,1103,1103,She is not unwell. She is well.,well-unwell,y,mp,y,ff,0.6997292637825012,0.8543325662612915,0.2144370675086975,0.7457253336906433
1104,1104,1104,He is healthy. He is healthy.,healthy-ill,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1105,1105,1105,He is ill. He is ill.,healthy-ill,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1106,1106,1106,He is healthy. He is ill.,healthy-ill,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1107,1107,1107,He is ill. He is healthy.,healthy-ill,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1108,1108,1108,He is not healthy. He is healthy.,healthy-ill,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1109,1109,1109,He is not ill. He is ill.,healthy-ill,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1110,1110,1110,He is not healthy. He is ill.,healthy-ill,n,pm,y,mm,0.9590174555778503,0.8401513695716858,0.9656351804733276,0.9223156571388244
1111,1111,1111,He is not ill. He is healthy.,healthy-ill,n,mp,y,mm,0.555358350276947,0.8232103586196899,0.2667839825153351,0.6966620087623596
1112,1112,1112,She is healthy. She is healthy.,healthy-ill,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1113,1113,1113,She is ill. She is ill.,healthy-ill,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1114,1114,1114,She is healthy. She is ill.,healthy-ill,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1115,1115,1115,She is ill. She is healthy.,healthy-ill,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1116,1116,1116,She is not healthy. She is healthy.,healthy-ill,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1117,1117,1117,She is not ill. She is ill.,healthy-ill,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1118,1118,1118,She is not healthy. She is ill.,healthy-ill,n,pm,y,ff,0.9624857306480408,0.848562479019165,0.9730039834976196,0.932563841342926
1119,1119,1119,She is not ill. She is healthy.,healthy-ill,n,mp,y,ff,0.5420387983322144,0.8383444547653198,0.2439423650503158,0.6926750540733337
1120,1120,1120,He is healthy. He is healthy.,healthy-sick,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1121,1121,1121,He is sick. He is sick.,healthy-sick,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1122,1122,1122,He is healthy. He is sick.,healthy-sick,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1123,1123,1123,He is sick. He is healthy.,healthy-sick,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1124,1124,1124,He is not healthy. He is healthy.,healthy-sick,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1125,1125,1125,He is not sick. He is sick.,healthy-sick,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1126,1126,1126,He is not healthy. He is sick.,healthy-sick,n,pm,y,mm,0.9575290679931641,0.8382068276405334,0.9645509123802184,0.9044279456138612
1127,1127,1127,He is not sick. He is healthy.,healthy-sick,n,mp,y,mm,0.671880841255188,0.8410310745239258,0.3742248713970184,0.6929894089698792
1128,1128,1128,She is healthy. She is healthy.,healthy-sick,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1129,1129,1129,She is sick. She is sick.,healthy-sick,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1130,1130,1130,She is healthy. She is sick.,healthy-sick,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1131,1131,1131,She is sick. She is healthy.,healthy-sick,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1132,1132,1132,She is not healthy. She is healthy.,healthy-sick,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1133,1133,1133,She is not sick. She is sick.,healthy-sick,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
